facility_id,name,street,city_raw,city,zip
9DA2A41C8EE67B40862589910068D805,LOS CHURROS DEL NORTE MOBILE - LOS CHURROS DEL NORTE,1067 37,ogden,Ogden,84403
FF5BF38024F850A186258C90004F6B73,LOS CIPOTES PUPUSAS LLC - MOBILE - LOS CIPOTES PUPUSAS LLC,2182 PINGREE AVE.,OGDEN,Ogden,84401
EBDB5269286FFE6386258C6600750483,LOST TEXAN BBQ,1144 W 2700 N,Pleasant View,Pleasant View,84414
2B580E7BF3F78ECA8625862A00658487,LUCKY BUFFET,4001 RIVERDALE RD Unit B-2,SOUTH OGDEN,South Ogden,84405
F7AA7E2DC0E4C79B8625806E00817706,LUCKY SLICE MOBILE #2 - LUCKY SLICE MOBILE LKYSLC2,3560 Riverdale Rd,Riverdale,Riverdale,84405
9AB6AF59EC24A0168625827C005BE3EC,LUCKY SLICE MOBLIE #1 - LUCKY SLICE MOBLIE lkyslc1,3560 Riverdale Rd,Riverdale Rd,Riverdale,84405
B387F77507311815862585BA00641B2C,LUCKY SLICE PIZZA,207 25th Street,Ogden,Ogden,84401
EBB43953BE080FF7862588790064DA87,LUPITA TACOS,1303 E. Washington Blvd.,Ogden,Ogden,84404
4AA1439F866820B4862576880061454A,MACEY'S,325 East 36TH ST,OGDEN,Ogden,84405
F9941C8D572CE2B986257688006187CE,MAD MOOSE CAFE,"2429 North HWY 158, #6",EDEN,Eden,84310
C87689747826170A8625768800613DFD,MAJESTIC ELEMENTARY - MAJESTIC CAFETERIA,425 West 2550 North,HARRISVILLE,Harrisville,84404
3E6C973C94B6E0FD86258D290071670A,MAMA'S MOBILE TOASTER CHEESER COMMISSARY,2850 N 1000 W,Pleasant View,Pleasant View,84414
5A7D8A4F357D739086258655007E6A91,Mama's Toasted Cheeser Mobile,2850 N 1000 W,Pleasant View,Pleasant View,84414
AA950408558F81F1872581E60059F77B,Mamas Cook House,5651 South 1900 West,Roy,Roy,84067
AF2452F4132D47D18625768800616A98,MAPLE EXPRESS,475 East 12TH STREET,OGDEN,Ogden,84404
C73CE4FDF3C932E7862583D7006AA2F0,Marco's Pizza #6036,5585 S 3500 W Unit Ste. A,Roy,Roy,84067
6FBEC5364C742811862586220066AAB5,MARCO'S PIZZA #6041,114 N Washington Blvd.,Ogden,Ogden,84404
9F17EC102573D0E78625879200612332,MARCO'S PIZZA #6043,4370 South Washington Blvd.Unit A,South Ogden,South Ogden,84403
4A4333FD94A1BC7D86258B15005D6FA6,MARCO'S PIZZA #6057,380 W 2650 N Unit 2,Pleasant View,Pleasant View,84414
386CF6A1011BFF6587257EC900580CEB,Maria's Mexican Restaurant,1479 East 5600 South Unit A,South Ogden,South Ogden,84403
9EC7F30570D9FB4A86258C120078FE44,MARIA'S MEXICAN RESTAURANT,352 Park Blvd,Ogden,Ogden,84401
94340AFBABC6D10986258CFF0052E30D,MARIA MONTESSORI ACADEMY,2505 N 200 E,North Ogden,North Ogden,84414
98EB8C8A0182CF3D86258CBC005AE07B,MARIGOLD,1695 E SKYLINE DR.Unit 1,SOUTH OGDEN,South Ogden,84405
0DAB9CD1EA563D9A862589C70052DEB0,MARISCOS EL PARIENTE - MOBILE - MARISCOS EL PARIENTE - MOBILE 7APF2,385 Patterson Street,Ogden,Ogden,84401
39427817A86FE9C586258D1E0073E942,"MARISCOS MI GUSTO ES, LLC",3798 Washington Blvd.,Ogden,Ogden,84401
773AD74D8FBB7D3E86258AE1005794A5,MARISCOS MICHIS PALA BANDA,333 E 2ND ST,OGDEN,Ogden,84404
22F2749284AFC68986258C5E00555A1E,MARSHALL N. WHITE COMMUNITY CENTER,222 28th Street,Ogden,Ogden,84401
460519356D4EF41F86258BF5006979CA,MASONIC TEMPLE,1240 20th St,Ogden,Ogden,84401
BCD283570D480ABA86258AE000515C78,"MAVERIK GROUP, LLC MAVERIK #5402 - MAVERIK #5402",4685 W 4000 S,WEST HAVEN,West Haven,84401
B78743CEA41DDF6F86258AE0006843D5,"MAVERIK GROUP, LLC MAVERIK #5412 - MAVERIK #5412",3580 S Midland Drive,West Haven,West Haven,84401
0140BEBDA22F9A5A86258AB00070B199,"MAVERIK GROUP, LLC. MAVERIK 5411 - Maverik #5411",1865 W 400 N,Marriott-Slaterville,Marriott-Slaterville,84404
E684569CCAA1154B86257688006125B5,MAVERIK INC #598 - MAVERIK INC. #598,5100 East 2500 North,EDEN,Eden,84310
71C5C0EF1210EF188625768800619B56,MAVERIK INC. #378,509 N. 2000 W.,SLATERVILLE,Marriott-Slaterville,84404
D94C92E2D386155B8625768800618649,MAVERIK INC. #411,5153 SOUTH ADAMS AVENUE,W TERRACE,Washington Terrace,84405
77C902C0D28312C9872577A00073ED1A,Maverik Inc. #415,689 Washington Blvd.,Ogden,Ogden,84404
8D61153C4905032287257AB700615B57,Maverik Inc. #469,2810 S. Washington Blvd.,Ogden,Ogden,84401
035B5CE3FAB2FB2887257BCD00582115,Maverik Inc. #484,2577 S 1900 W,West Haven,West Haven,84401
ABE7CD93A17883378625768800618DF1,MAVERIK #340,3495 West 5600 South,ROY,Roy,84067
679885C54695BAA18625768800619D02,MAVERIK #414,2815 West 4000 South,ROY,Roy,84067
F9A63EC66CAB6D16872579CA006BD3DF,Maverik #461,4098 W 1975 N,Plain City,Plain City,84404
0DFBF707397ECACC87257C19005CBEE5,Maverik #481,1874 West 2700 North,Farr West,Farr West,84404
887D2759BBD0055D872580870066CC6D,Maverik #546,899 West Riverdale Road,Riverdale,Riverdale,84405
3318E61CDCA922CD862582A9007D148F,Maverik #574,2535 North 400 East,North Ogden,North Ogden,84414
B446E27EB7AF595E862586B6007352D7,"MAVERIK, INC. #644",1332 West 12th Street,Marriott-slaterville,Marriott-Slaterville,84404
D84C04E94BDCA21B862588C40057720F,"MAVERIK, INC. #688",1472 W. Riverdale Road,Riverdale,Riverdale,84405
46D51C0757DB4A8786258A2E0061C3FF,MCDONALD'S,297 E 300 N,Morgan,Morgan,84050
A41D41F45C5737E88725775800579D14,McDonald's,1111 Washington Blvd.,Ogden,Ogden,84403
524DAA9182FD18F9862576880061260A,MCDONALD'S --CROSSPOINTE,5745 South HARRISON BLVD,SOUTH OGDEN,South Ogden,84403
905082A998D7A0F58625768800613E8A,MCDONALD'S NORTHVIEW,2605 North 400 East,NORTH OGDEN,North Ogden,84414
03AA604DA818B97F862576880061262D,MCDONALD'S #2204,5413 South 1900 West,ROY,Roy,84067
4BFF17413B585DF98725788B007545B2,McDonald's #33930,4070 S. Midland Dr.,Roy,Roy,84067
01829CA2889463E886258A14007AF35D,MCDONALDS,909 W. Riverdale Road,Riverdale,Riverdale,84405
A78E0E52A149F8B487257B9F005A84D2,McDonalds,3875 Washington Blvd.,Ogden,Ogden,84403
AA7F925320D56B298625768800613C8E,MCDONALDS,1838 West 2700 North,FARR WEST,Farr West,84404
52C41D869D800D4E86258A14007706E1,MCDONALDS - WALMART,4848 South 900 West,Riverdale,Riverdale,84405
6DE5CA70913C8B908625768800614670,MCDONALDS WESTHAVEN,2085 S 1100 W,WEST HAVEN,West Haven,84404
FEED0A24D4953B5287257C70007117C0,McKay Dee Bistro,4401 Harrison,Ogden,Ogden,84403
B0A5C5D4E2959CFF862586BE005B2B9B,MCKAY DEE CHILD DEVELOPMENT CTR,1045 E. COUNTRY HILLS DR,OGDEN,Ogden,84403
A1E2F67014E93AD18725810D00685014,Menchie's Frozen Yogurt #818,329 24th Street,Ogden,Ogden,84401
ABE3D8F63F6F55DF86258B3A005EF5C4,MENCHIE'S FROZEN YOGURT #926,360 W 2650 N Unit 2,Pleasant View,Pleasant View,84414
048F48A286496B57862589C2005618C2,MI PUEBLA FOOD TRUCK #1X3RK,2665 Washington Blvd.,Ogden,Ogden,84401
E79C2CBC5CE7F5E186257688006198A5,MI PUEBLA RESTAURANT,2665 South WASHINGTON BLVD,OGDEN,Ogden,84401
983CC30CB1B059D486258C190057BC24,MI PUEBLA RESTAURANTS-FOOD TRUCK 2,2665 Washington Blvd,Ogden,Ogden,84401
85EFE1A64843FA1286258DB8004E16BF,MICHIS PA LA BANDA,333 E 2nd ST.,OGDEN,Ogden,84404
F124509A885A67D886258C4A007ACDC4,MICHIS PA LA BANDA - MOBILE - MICHIS PA LA BANDA,333 E 2nd St,Ogden,Ogden,84404
A735A9CED78109EA8625768800615201,MIDLAND ELEMENTARY - MIDLAND CAFETERIA,3100 West 4800 South,ROY,Roy,84067
8156F20119FA9B048625768800611CC5,MILL CREEK YOUTH CENTER/CORREC,790 West 12TH ST,OGDEN,Ogden,84404
00D38F5654B8579B862582EA007A1C19,Millers Farr West,1750 W 2700 N,Farr West,Farr West,84404
6911E5D505293A358625768800613E68,MILLERS PLEASANT VIEW - MILLERS PLEASANT VIEW - FAST FOOD,2686 North HWY 89,PLEASANT VIEW,Pleasant View,84414
2AA6A1FA425E885F86258C20005DE793,MISSION BBQ-RIVERDALE,1083 W Riverdale Rd,Riverdale,Riverdale,84405
6ABE1BAFE547F19586258CEA006E2E5F,MO' BETTAH'S,3650E 2600 N,North Ogden,North Ogden,84414
E3F1BD9540FCAF5D872582EA007DD43F,Mo' Bettahs - Mo' Bettas,1102 S Washington,Ogden,Ogden,84404
03B940F90F748D308625875A0058A266,MO'BETTAHS,4182 So. Riverdale Road,Riverdale,Riverdale,84405
EB900288694405BC86258CFF007425B6,MOD PIZZA,841 West Riverdale Rd,Riverdale,Riverdale,84405
89A9DEA764170EF386258415005FFE90,Monarch Venues,455 25th St.,Ogden,Ogden,84401
C12D45FDAA14189A86257688006135C0,MOORE'S RESTAURANT,3558 South WALL AVE,OGDEN,Ogden,84401
E12425AB2250DEAB8625768800612B01,MOORE'S RESTAURANT,2490 South 1900 West,WEST HAVEN,West Haven,84401
B6BDBA89D688693386257688006133A8,MORGAN ELEMENTARY - MORGAN ELEMENTARY CAFETERIA,344 East YOUNG ST,MORGAN,Morgan,84050
C5505FEBD1538E28862581850056A64C,Morgan High Conc. Century Building,55 N 200 E,Morgan,Morgan,84050
B887B3F6839466198625768800611A5C,MORGAN HIGH SCHOOL - MORGAN HIGH CAFETERIA,55 North 200 East,MORGAN,Morgan,84050
30C0C5D2ADDA6E6986257688006133DC,MORGAN MIDDLE SCHOOL - MORGAN MIDDLE CAFETERIA,115 East YOUNG ST,MORGAN,Morgan,84050
F62FB4DEC5D6126286258D7D0062DF1E,MORGAN PERK,167 N. COMMERCIAL ST.,MORGAN,Morgan,84050
5365B1D01C45E6CF8625768800611B3B,MOUND FORT MIDDLE SCHOOL - MOUND FORT CAFETERIA,1396 LIBERTY AVE,OGDEN,Ogden,84404
4706565DE327FF3A86258D38005F5671,MOUNTAIN BREW COFFEE,2039 W 4000 S,Roy,Roy,84067
09A6451985905B548625768800619630,MOUNTAIN GREEN ELEMENTARY - MOUNTAIN GREEN CAFETERIA,6064 NORTH SILVERLEAF DR.,MORGAN,Morgan,84050
2B5F3A4479807821862584550076D40D,Mountain Green Middle School - Mountain Green Middle School Cafeteria,6200 N 5000 W,Morgan,Morgan,84050
983FF8587A973C4D8625768800614D49,MOUNTAIN VIEW HEALTH SERVICES,5865 WASATCH DRIVE,OGDEN,Ogden,84403
EB0F3A4BDB01125586258B88005B90FD,MOUNTAIN VIEW JUNIOR HIGH - MOUNTAIN VIEW JUNIOR HIGH - CAFETERIA,2078 S 2700 W,WEST HAVEN,West Haven,84401
CE9A1509369243D68625768800611CFE,MT OGDEN HEALTH & REHAB - MT OGDEN HEALTH & REHAP,375 East 5350 South,WASHINGTON TERR,Washington Terrace,84405
00FC490F1105573C86257688006140CC,MT. OGDEN GRILL - GOLF COURSE - Mt. Ogden Grill-Golf Course,1787 CONSTITUTION WAY,OGDEN,Ogden,84403
C2D515A817865E748625768800611B57,MT. OGDEN MIDDLE SCHOOL - MT. OGDEN MIDDLE CAFETERIA,3260 South HARRISON BLVD,OGDEN,Ogden,84403
71AA56DF4B667E5386257688006128FD,MUNICIPAL ELEMENTARY - MUNICIPAL CAFETERIA,2200 West 5775 South,ROY,Roy,84067
66B8D2D49C020D4A86258CBB00590619,MUSUBI BOUND - MOBILE - MUSUBI BOUND,2563 MONROE BLVD,Ogden,Ogden,84401
75CAC577AB435D6986258D1E005A0B3B,MUSUBI BOUND (COMMISSARY),2563 MONROE BLVD,OGDEN,Ogden,84401
F67DE7BC292E54BC86258ACA00694C99,My Stars Christian Early Education Center,2279 Jackson Ave,Ogden,Ogden,84401
B942C31A34DABA6A862587D400831CD8,MY TACOLAND,788 Wall Avenue,Ogden,Ogden,84404
E98702FEAFB6229B87257E380076E18E,Nebco,96 N. State,Morgan,Morgan,84050
DB8421B70493FF568625768800616C01,NEIGHBORHOOD MARKET #5206,1710 East SKYLINE DR,SOUTH OGDEN,South Ogden,84405
E0D10D02340BDEE786258B190052D820,NELLY'S CAKES & PASTRIES,749 Washington Blvd,Ogden,Ogden,84404
ED9786D7D81585F086258943005BCBC1,NEPTUNE SKATING,2770 Washington Blvd.,Ogden,Ogden,84401
94A964764769B2B1862587730056B433,NEVERIA WENDOLYN,749 W 24th Street,Ogden,Ogden,84401
2B0F953E3F072B2D872580130080A856,New Bridge School - New Bridge School Cafeteria,2150 Jefferson Avenue,Ogden,Ogden,84401
89350D440366810E862589CF0074A1AB,NIELSENS FROZEN CUSTARD,457 East 2600 North,North Ogden,North Ogden,84414
CE182984E12926E38625878800563FBE,NO FRILLS DINER,195 25th Street,Ogden,Ogden,84401
14BED6AF307C220486258CBB00510C1F,NO MANCHES WAY,1516 Washington Blvd,Ogden,Ogden,84404
41CC747FD592AB7A86258CBB004FAE86,NO MANCHES WAY - MOBILE - NO MANCHES WAY,1516 Washington Blvd,Ogden,Ogden,84404
35A911397E878B848725791E006C3E9E,Noodles and Company,4245 Riverdale Rd.,Riverdale,Riverdale,84405
5BD9492552BBD25086258D1F0072BE6D,NORTH BRANCH CAFE,475 E 2600 N,NORTH OGDEN,North Ogden,84414
378498EA3F0F2FCE862576880061291E,NORTH OGDEN ELEMENTARY - NORTH OGDEN ELEMENTARY CAFETERIA,530 East 2650 North,NORTH OGDEN,North Ogden,84414
9B31FF65BFD462F7862576880061293A,NORTH OGDEN JR. HIGH - NORTH OGDEN JR. HIGH FOOD,575 East 2900 North,NORTH OGDEN,North Ogden,84404
BEEAB2A865670CD7862587D600633936,NORTH OGDEN YOGURT COMPANY,1964 No. Washington Blvd.Unit B,North Ogden,North Ogden,84404
C6BD8401E75805908625768800612976,NORTH PARK ELEMENTARY - NORTH PARK ELEMENTARY CAFETERIA,4046 South 2175 West,ROY,Roy,84067
09EC5A7AD581CBD188257A2F0051A02D,NORTHERN ICE,300 E 2650 N,No. Ogden,North Ogden,84414
7126B7A9A5427A328625841E00530258,Northern Ice Mobile #1 - Northern Ice Mobile 1 Lic# U065H,300 E 2650 N,North Ogden,North Ogden,84414
935620EED90C7FC986257688006129CD,NORTHERN UTAH COMMUNITY CORREC,2445 WATER TOWER WAY,OGDEN,Ogden,84401
2A5281A9F69BC7C087257C9F005CE339,Northern Utah Rehabilitation Hospital,5825 Harrison Blvd.,So Ogden,South Ogden,84403
ABD480F9E160717786258DD10051A501,NORTHSTAR PRESCHOOL - PLEASANT VIEW,2301 N HWY 89,Pleasant View,Pleasant View,84404
E59027C5988AA82C86258DD100502EA2,NORTHSTAR PRESCHOOL - ROY,5686 S 2050 W,Roy,Roy,84067
3044C833D99A275986258199004F52FB,NORTHSTAR PRESCHOOLS- EAST,3435 Harrison Blvd.Unit 2,Ogden,Ogden,84403
9D4D8EB8680B336B8625768800611D6E,NORTHSTAR PRESCHOOLS - RIVERDALE,3953 SOUTH PACIFIC,RIVERDALE,Riverdale,84405
BBC03D86678C52EC86258B9E0076C899,NORTHSTAR PRESCHOOLS - TERRACE - NORTH STAR PRESCHOOLS,386 W 5150 S,Washington Terrace,Washington Terrace,84405
7AD5B1F43928DA478625768800611D52,NORTHTAR PRESCHOOLS - OGDEN - NORTHSTAR PRESCHOOLS - OGDEN,1285 South MONROE BLVD,OGDEN,Ogden,84404
B39A5F82F71D051386258B960055305A,"O-KU SUSHI & RAMEN ROY, LLC",5429 S 1900 W,Roy,Roy,84067
B7904FE61C50993886258BCC005881A4,O-TOWN EATS,227 25th Street Unit A,Ogden,Ogden,84401
D3E26166A686FCAB86258C9E00633375,O - TOWN KITCHEN - O-TOWN KITCHEN,2563 Monroe Blvd,Ogden,Ogden,84401
B6B7401C0EB0C1D78625768800618818,ODYSSEY ELEMENTARY - ODYSSEY ELEMENTARY-CAFETERIA,375 GODDARD STREET,OGDEN,Ogden,84403
334EB8C4D1E6E2ED8625768800611A77,OGDEN-WEBER APPLIED TECNOLOGY,200 North WASHINGTON BLVD,OGDEN,Ogden,84404
292D85CF299CA80B8625768800611A40,OGDEN-WEBER COMM ACTION,3159 South GRANT AVE,OGDEN,Ogden,84401
8D67D0D4913EDCA286258C38006E93AC,OGDEN BEER COMPANY,358 Park Blvd,Ogden,Ogden,84401
1D2D0CF059601368862585AC0053A4AE,OGDEN CHRISTMAS BOX HOUSE,1181 Christmas Box Lane,Ogden,Ogden,84404
D328B5F3FD2457DC862576880061271A,OGDEN ECCLES CONFERENCE CENTER,2415 S WASHINGTON BLVD,OGDEN,Ogden,84401
CE2FD3FE2F394FE98625820200691187,Ogden Fly High Trampoline,3624 S 250 W,Ogden,Ogden,84405
1EF5A819EA98583686257688006136F1,OGDEN GOLF & CO. CLUB,4197 South WASHINGTON BLVD,OGDEN,Ogden,84403
49095E8D6E92014F8625768800611B74,OGDEN HIGH SCHOOL - OGDEN HIGH SCHOOL CAFETERIA,2828 South HARRISON BLVD,OGDEN,Ogden,84403
C48A5EC6401707BC86258624006442E5,Ogden IRS Early Learning Center,1160 West 12th Street,Ogden,Ogden,84409
7392AB91F64B89BD86258CD90060A334,"OGDEN LITTLE EXPLORERS, LLC",1220 23rd St.,Ogden,Ogden,84401
37DC556D93AF988286258645006772E3,OGDEN MINI MART #4,1177 12TH STREET,OGDEN,Ogden,84404
AE0D9E3F48BA67E886258645007C9C14,OGDEN MINI MART #6,1879 West 2550 South,Ogden,Ogden,84404
D3645A688A46BEF1862586460077D12C,OGDEN MINI MART #8,1015 12th Street,Ogden,Ogden,84414
05F4B1E65F29BEBD86258964005D6DE8,OGDEN NUTRITION,333 2nd Street,Ogden,Ogden,84404
6B75E83004D7476B8625768800611B05,OGDEN PIZZERIA,936 South WASHINGTON BLVD,OGDEN,Ogden,84404
8442C045B520541A862589F2005BA41A,Ogden Prep Acad Early Childhood Ctr,1487 Lincoln Avenue,Ogden,Ogden,84404
9331BF13D10904268625768800615699,OGDEN PREPARATORY ACADEMY-7-9 grade,1435 Lincoln Ave.,OGDEN,Ogden,84401
EBC9DED6D0B146CA86258D11005C9DED,OGDEN PRODUCE COMPANY,582 25th Street,Ogden,Ogden,84401
AE81F0892C40BD838625768800612179,OGDEN REGIONAL MEDICAL CENTER - OGDEN REGIONAL H -MOUNTAINSTAR,5475 South 500 East,OGDEN,Ogden,84405
A98F4E4779C455ED86257688006149DE,OGDEN RESCUE MISSION,2775 South WALL AVE,OGDEN,Ogden,84401
F81D7249CBC4BE9686258A52005A508A,OGDEN SCHOOL DIST. TRAINING KITCHEN,1950 MONROE,OGDEN,Ogden,84401
B65FBC60DD4EEC3486258B7F0055B9B4,OGDEN TECHNICAL HIGH SCHOOL - OGDEN TECHNICAL HIGH SCHOOL CAFETERIA,164 N College Tech Circle,Ogden,Ogden,84404
5437FFE87C1B14D78625878F0059230F,OGDEN VALLEY PIZZA,216 12th Street Unit B,Ogden,Ogden,84404
B3315627EC3552BD872580BB00675C0D,Ogden Valley Pizza,2612 North Highway 162Unit 2,Eden,Eden,84310
83FAB491B5AF8CC586258A19005E8515,Ogden Weber Technical College Mobile - Ogden Weber Tech College Mobile 218801EX,200 N Washihington Blvd.,Ogden,Ogden,84404
3BDB63EF69390305882579440081F0C4,OHANA SUSHI,476 12th Street,Ogden,Ogden,84404
DB6E2DA40AF223B786258A99005A1C3E,Okan Japanese Treats,5651 S 1900 W,Roy,Roy,84067
6C5D99A3D958755D86257688006162B8,OLD GRIST MILL BREAD COMPANY,460 2nd Street,OGDEN,Ogden,84404
CEAE67F8AA42104B8625768800616948,OLIVE GARDEN #1595,4079 South RIVERDALE RD,RIVERDALE,Riverdale,84405
4DC4000B31AF31B1872580210060F2C2,On My Way Preschool & Daycare,5971 South 1900 West,Roy,Roy,84067
FAC242E90F0123D386258A5A006CDE5A,ON MY WAY PRESCHOOL & DAYCARE,3885 N. Hwy 89,Pleasant View,Pleasant View,84404
A6F4DBA045BDEA6886258D6100631455,ONCE UPON A TIME CAFE DBA RILEY RESTAURANT GROUP,5568 Adams Ave.,Ogden,Ogden,84405
BFE6A56E9C031ECD86258D3700650E49,ONCE UPON A TIME CAFE DBA RILEY RESTAURANT GROUP,2464 Jefferson Ave.,Ogden,Ogden,84401
2E10C425223EEE2686258455006F161D,Orchard Springs Elementary - Orchard Springs Elementary Cafeteria,3300 N 975 W,Pleasant View,Pleasant View,84414
1C621164301EDBB2862586A20062CDF2,Original Philadelphia Cheese Steaks,2054 Harrison Blvd.,Ogden,Ogden,84401
8631CE58B6D81BE68625768800616C8E,ORION JR. HIGH - ORION JR. HIGH CAFETERIA,370 WEST 2000 NORTH,HARRISVILLE,Harrisville,84414
F9A05B4E3B3A4BD087257FCA0076D458,Our House of Ogden,446 North Jefferson Avenue,Ogden,Ogden,84404
DAC9394CDDC21C008625824900697144,Our Savior's Lutheran Church,5560 S 2300 W,Roy,Roy,84067
4A9B793E3B6BE34787257BA90069A4DB,Paco's Tacos of Ogden,1210 W 12th Street,Marriott Slatersville,Marriott-Slaterville,84404
54CD7DC0F9BDB83C86258B0B0069DE1E,PACOS TACOS OF OGDEN-MOBILE,1210 W 12TH STREET,OGDEN,Ogden,84404
FF1AE61906A5982386258C4C00735922,PANDA EXPRESS #3896 - PANDA EXPRESS,3042 W 4000 S,WEST HAVEN,West Haven,84401
D6215F39D5F15C958625768800616B36,PANDA EXPRESS #820,"206 12th ST, SUITE D",OGDEN,Ogden,84404
449DD116B7FEA0168625768800616BDA,PANDA EXPRESS #857,"4115 RIVERDALE RD, #A",RIVERDALE,Riverdale,84405
8E79FFE2EF51B0F286258CCB0055DBF9,PANERA BREAD,4122 Riverdale Rd,Riverdale,Riverdale,84405
5FD876BF8BCAE42A862576880061278D,PAPA JOHN'S PIZZA #1282,3404 West 4800 South,ROY,Roy,84067
2C9458A2D311D8ED86257688006148A4,PAPA JOHNS PIZZA #2368,1258 North WASHINGTON BLVD,OGDEN,Ogden,84404
D145A1B9E15F41F18625768800616D1D,PATRICIA'S RESTAURANT,3303 WASHINGTON BLVD,OGDEN,Ogden,84401
71E240D05379D78A87257A63005F38DD,Pearl Milk Tea Club,110 25th Street,Ogden,Ogden,84401
79776806319E62F187257D93005910C5,Pearl Milk Tea Club II,3651 Wall Ave Unit 1032,Ogden,Ogden,84405
BDA303C16C36789F862586F000584B54,PEDDLERS CAFE AND CATERING,3632 No. Wolf Creek Drive,Eden,Eden,84310
CED7F4E5EC61C7A486258AEB005CB1BF,PEDDLERS CAFE AND CATERING,3525 Grant Avenue,Ogden,Ogden,84403
AA62DA57730F2489862589790079170C,"Pete's Place Bar & Grill, LLC",2040 South 1900 West,Ogden,Ogden,84401
34E95090FC2F189A86258988007D26E0,PETRO-MART I,2080 Washington Blvd.,Ogden,Ogden,84401
E7CB40C6C8A7969786258C530078E24B,PHO KING,5451 S 1900 W Unit 4,Roy,Roy,84067
F72A0C2ED29C905587257DD900670B94,Pie Pizzeria Ogden,4300 Harrison Blvd.,Ogden,Ogden,84403
6147BFA2503C24168625768800617608,PILOT TRAVEL CENTER #294,1670 West 12TH STREET,OGDEN,Ogden,84404
66E7ADB55F0B3E5F8625768800612B3D,PILOT TRAVEL CTR 294-TACO BELL,1670 West 12TH ST,OGDEN,Ogden,84404
56884052C1F27D178625768800612B20,PILOT TRAVEL CTR #294 - SUBWAY,1670 West 12TH ST,OGDEN,Ogden,84404
99F0A355ADD8D83286257A6B0051B876,Pineview Assisted Living,2547 North VALLEY JUNCTION DR,EDEN,Eden,84310
39BE7D74535222F98625768800617028,PINEVIEW TRANSITIONAL REHAB,1497 East SKYLINE DR,SOUTH OGDEN,South Ogden,84405
FB4F647E43875FE986258AB00058CBBD,Pinkys Food Hauz,1018 S Washngton Blvd Unit 2,Ogden,Ogden,84404
051A911E72B17DD186258B70005E13B2,PINT SIZED PARADISE,3639 W 2600 N,Plain Clity,Plain City,84404
CEA719B85EA430DB8625768800616447,PIONEER BIBLE CAMP,3165 East 3350 North,LIBERTY,Liberty,84310
DE8117F077168D738625768800613B0B,PIONEER ELEMENTARY - PIONEER ELEMENTARY CAFETERIA,250 North 1600 West,OGDEN,Ogden,84404
5ACA734FEABE7AF68625768800618706,PITA PIT 1 - PITA PIT,309 West 12TH STREET,OGDEN,Ogden,84404
03FD326D1016DEEC8625768800613349,PIZZA HUT #022545,205 South WASHINGTON BLVD,OGDEN,Ogden,84404
B99E99F3012AD0988625768800611F72,PIZZA HUT #022546,4789 South HARRISON BLVD,OGDEN,Ogden,84403
2C7DA32533ABA4FE8625768800611FA4,PIZZA HUT #022547,4795 South 1900 West,ROY,Roy,84067
597A71BCA7DEEF4C8625768800616581,PIZZA HUT #022570,360 East 2600 North,NORTH OGDEN,North Ogden,84414
5F4DBF7B039AEF1B862576880061361A,PIZZA MAN,1958 North WASHINGTON BLVD,NORTH OGDEN,North Ogden,84414
25463263E50530FA86257688006176FA,PIZZA MAN - NORTH OGDEN POOL,245 East 2550 North,North Ogden,North Ogden,84414
DC7C055B0F68A23187257AFD005E663F,Pizza Pie Cafe,1970 N. Washington Blvd.,N. Ogden,North Ogden,84414
EB3FEB30A9D134FC86258CA50078AD6F,"PIZZA""LICIOUS",2510 N Monroe Blvd,Ogden,Ogden,84401
CB089CC4B1339E7D86258BDB005A3C75,PLAIN CITY CONFECTIONARY,2398 N 4350 W,Plain City,Plain City,84404
8E0339F5BC9404D9862576880061397F,PLAIN CITY ELEMENTARY - PLAIN CITY ELEMENTARY CAFETERIA,2335 North 3600 West,PLAIN CITY,Plain City,84404
2C78FDBE120F391986258CC40050BA65,PLAYA BOWLS,410 W 2650 N Unit Ste 2,Pleasant View,Pleasant View,84414
8447B5AC3CC78A7A862588AE0068EDDC,POLK ELEMENTARY,2615 POLK AVENUE,OGDEN,Ogden,84401
2DE528E69FAF12E287257DAC007D18E9,Popeyes,217 E. 12th,Ogden,Ogden,84404
59AA1ED0BB70B34B8725818D0075A770,Popeyes South,3920 S. Wall Ave,S. Ogden,South Ogden,84403
78E94BC8EA1BB63A86258BA8005A6E36,POTBELLY SANDWICH SHOP,1321 Wall Ave,Ogden,Ogden,84404
2D77F168C9E160C786258DE90078C80F,POUR SOME SUGAR,1564 HILLFIELD RD.,LAYTON,Layton,84041
0F27BB4DB64581F786258BDD0059DB7D,POWDER CACHE - POWDER MOUNTAIN SKI RESORT,3900 N Wolf Creek Dr,Eden,Eden,84310
B94ECE3452617FDC86258D8B0060463F,POWDER HAVEN - ARCLODGE,8598 E SHELTER HILL RD,EDEN,Eden,84310
F9D48431541C29B286258E1E00685B3F,POWDER MOUNTAIN,6519 N POWDER MTN. RD.,EDEN,Eden,84310
489ACA9B4C9E314A8625768800612CBB,POWDER MTN - Hidden Lake lodge,POWDER MOUNTAIN SKI RES.,EDEN,Eden,84310
433DA626715FA3A48625768800612CDA,POWDER MTN - POWDER MTN - SUNDOWN,POWDER MOUNTAIN SKI RES.,EDEN,Eden,84310
0B1B88E32D241E798625768800613578,POWDER MTN - POWDER MTN TIMBERLINE,POWDER MOUNTAIN SKI RES.,EDEN,Eden,84310
